station_mac,manufacturer,bssid,avg_power,total_packets
C6:D4:DC:58:5D:A7,NA,(not associated),-53,5
CA:03:AB:A1:78:04,NA,(not associated),-35,5
CA:2C:95:31:61:06,NA,(not associated),-65,5
CA:48:51:4C:46:8B,NA,(not associated),-49,5
CA:6E:B5:C3:EC:35,NA,(not associated),-57,5
CA:CE:1D:AF:61:FE,NA,(not associated),-61,5
CA:E1:26:00:53:0A,NA,(not associated),-45,5
CE:06:63:14:D3:98,NA,(not associated),-51,5
CE:36:54:E3:19:7E,NA,(not associated),-69,5
CE:5D:82:A3:77:13,NA,(not associated),-47,5
CE:89:B1:0E:4E:DA,NA,(not associated),-63,5
CE:EE:C6:46:42:01,NA,(not associated),-55,5
D2:9B:CE:5A:61:94,NA,(not associated),-57,5
D2:CF:29:92:58:56,NA,(not associated),-61,5
D2:E5:7B:F2:ED:62,NA,(not associated),-67,5
D6:6D:13:B3:04:C4,NA,(not associated),-53,5
D6:80:C9:23:3A:21,NA,(not associated),-55,5
D6:AF:59:E3:46:23,NA,(not associated),-55,5
D6:B4:6B:CB:42:45,NA,(not associated),-47,5
D6:DE:EE:D5:78:4A,NA,(not associated),-67,5
D6:E3:24:84:DD:F4,NA,(not associated),-39,5
DA:1F:7E:E7:36:3F,NA,(not associated),-61,5
DA:77:73:A8:98:B7,NA,(not associated),-53,5
DA:9D:7D:EA:08:88,NA,(not associated),-61,5
DA:A1:19:55:9F:E0,NA,(not associated),-67,5
DA:A1:19:C7:42:D1,NA,(not associated),-67,5
DA:A1:19:D3:2F:4F,NA,(not associated),-67,5
DA:AF:8C:E3:9B:27,NA,(not associated),-51,5
DA:FD:8B:70:3B:63,NA,(not associated),-57,5
DE:47:2F:77:C2:3E,NA,(not associated),-59,5
DE:6E:FC:88:3C:9B,NA,(not associated),-45,5
DE:91:BE:0F:0C:65,NA,(not associated),-61,5
DE:C7:5C:5E:5B:94,NA,(not associated),-55,5
DE:D2:B3:4D:FD:93,NA,(not associated),-51,5
E2:0D:61:43:06:48,NA,(not associated),-53,5
E2:3B:8E:4E:FB:44,NA,(not associated),-59,5
E2:5D:39:60:F3:C3,NA,(not associated),-73,5
E2:7F:A8:2E:A0:D1,NA,(not associated),-57,5
E2:DD:43:13:D9:7F,NA,(not associated),-55,5
E6:51:EE:B9:E3:43,NA,(not associated),-47,5
E6:56:F6:97:11:32,NA,(not associated),-59,5
E6:5D:3E:E1:A9:2C,NA,(not associated),-51,5
E6:5D:E6:A5:A3:F3,NA,(not associated),-43,5
E6:84:66:22:CA:E0,NA,(not associated),-53,5
E6:D7:47:CD:AC:70,NA,(not associated),-61,5
EA:55:70:46:8A:57,NA,(not associated),-57,5
EA:8A:62:5C:5E:89,NA,(not associated),-55,5
EA:F5:EC:3F:BB:7A,NA,(not associated),-57,5
EE:1D:14:F2:ED:44,NA,(not associated),-59,5
EE:1D:A4:7D:A8:A8,NA,(not associated),-76,5
EE:37:96:99:BA:62,NA,(not associated),-61,5
EE:39:31:86:F7:75,NA,(not associated),-65,5
EE:65:60:EF:57:6A,NA,(not associated),-55,5
EE:7D:2E:BC:09:AA,NA,(not associated),-59,5
F2:63:62:F3:48:C2,NA,(not associated),-55,5
F2:6C:3B:DC:EF:2A,NA,(not associated),-59,5
F2:AF:F9:05:8E:EF,NA,(not associated),-59,5
F2:FF:C9:A0:1F:A8,NA,(not associated),-57,5
F6:51:E3:9C:1E:82,NA,(not associated),-55,5
F6:52:59:15:B8:9A,NA,(not associated),-57,5
F6:7C:8B:EF:53:BC,NA,(not associated),-61,5
F6:9A:DA:D6:D7:70,NA,(not associated),-53,5
F6:9C:E3:46:1C:E8,NA,(not associated),-63,5
F6:A8:1D:DF:51:E3,NA,(not associated),-59,5
F6:E7:DE:76:7D:EE,NA,(not associated),-63,5
F6:EB:53:E9:39:06,NA,(not associated),-55,5
FA:17:29:A5:FA:F7,NA,(not associated),-41,5
FA:1E:10:A3:28:DE,NA,(not associated),-59,5
FA:33:D4:DE:39:80,NA,(not associated),-49,5
FA:52:72:30:71:B8,NA,(not associated),-51,5
FA:59:0A:1B:86:F3,NA,(not associated),-55,5
FA:64:E7:83:EA:66,NA,(not associated),-53,5
FA:6C:C0:7C:CF:36,NA,(not associated),-67,5
FA:90:0E:36:E7:C2,NA,(not associated),-59,5
FA:A4:4A:9B:48:C4,NA,(not associated),-59,5
FE:41:FA:4A:5A:52,NA,(not associated),-65,5
FE:41:FA:84:14:18,NA,(not associated),-55,5
FE:66:40:4C:5E:53,NA,(not associated),-49,5
FE:6D:6B:3A:04:01,NA,(not associated),-59,5
FE:74:75:23:8C:27,NA,(not associated),-57,5
FE:83:76:DF:10:0D,NA,(not associated),-59,5
FE:A1:C8:30:FD:FD,NA,(not associated),-59,5
FE:B6:70:5E:44:E5,NA,(not associated),-57,5
FE:B9:BE:25:1D:98,NA,(not associated),-67,5
FE:FE:C2:5F:BA:80,NA,(not associated),-57,5
00:98:8C:CE:8E:45,NA,(not associated),-65,4
02:1D:E6:1E:FB:1C,NA,(not associated),-63,4
02:32:DC:56:5C:82,NA,(not associated),-84,4
02:43:6A:C1:EB:92,NA,(not associated),-59,4
02:5C:91:70:42:F8,NA,(not associated),-51,4
02:63:04:FD:C3:FC,NA,(not associated),-51,4
02:6D:01:94:0B:39,NA,(not associated),-41,4
02:7C:9F:B8:C0:7D,NA,(not associated),-59,4
02:85:A7:03:71:D2,NA,(not associated),-67,4
02:B7:F4:FC:83:EA,NA,(not associated),-59,4
02:BD:BB:20:7C:15,NA,(not associated),-55,4
02:E4:E9:0C:98:95,NA,(not associated),-59,4
06:31:A6:DC:8B:56,NA,(not associated),-53,4
06:3D:64:A7:AD:98,NA,(not associated),-47,4
06:55:F8:70:2A:57,NA,(not associated),-51,4
06:58:68:E7:EF:3A,NA,(not associated),-61,4
06:71:18:0C:9D:6F,NA,(not associated),-59,4
06:94:7D:56:9F:4F,NA,(not associated),-53,4
06:A0:A3:5C:B2:ED,NA,(not associated),-59,4
06:BE:8C:1B:51:0F,NA,(not associated),-61,4
06:D9:8D:6D:EC:67,NA,(not associated),-53,4
06:F5:49:37:70:AF,NA,(not associated),-61,4
06:FB:25:72:70:9A,NA,(not associated),-61,4
0A:0E:46:9F:2E:C5,NA,(not associated),-76,4
0A:1B:D9:F0:3A:48,NA,(not associated),-63,4
0A:2B:1F:D4:48:76,NA,(not associated),-33,4
0A:45:12:28:74:37,NA,(not associated),-53,4
0A:64:0F:65:72:6F,NA,(not associated),-61,4
0A:69:22:46:CF:FB,NA,(not associated),-61,4
0A:A7:18:31:1A:6F,NA,(not associated),-55,4
0A:C4:47:51:EC:04,NA,(not associated),-69,4
0A:E8:69:4D:E3:3F,NA,1E:C2:8E:D8:30:91,-71,4
0A:E9:B8:BB:AF:61,NA,(not associated),-55,4
0A:F4:F4:A0:82:72,NA,(not associated),-51,4
0E:16:83:13:D7:52,NA,(not associated),-61,4
0E:17:C3:34:49:93,NA,(not associated),-65,4
0E:33:F2:90:E9:B1,NA,(not associated),-77,4
0E:65:9B:68:D6:9B,NA,(not associated),-55,4
0E:7A:9D:95:F1:0F,NA,(not associated),-61,4
0E:C4:9A:EA:9D:A8,NA,(not associated),-63,4
0E:CF:BC:5D:08:6E,NA,00:25:00:FF:94:73,-66,4
0E:E8:98:C4:6B:09,NA,(not associated),-51,4
0E:EF:92:36:46:80,NA,(not associated),-45,4
0E:EF:92:41:78:7D,NA,(not associated),-53,4
0E:EF:92:8B:99:3E,NA,(not associated),-55,4
0E:EF:92:9B:9A:9B,NA,(not associated),-47,4
0E:EF:92:A0:97:96,NA,(not associated),-53,4
0E:EF:92:B1:7C:8D,NA,(not associated),-43,4
0E:EF:92:B2:67:B5,NA,(not associated),-45,4
0E:EF:92:C3:EE:EE,NA,(not associated),-53,4
0E:EF:92:C6:8B:9B,NA,(not associated),-45,4
0E:EF:92:C6:CC:C5,NA,(not associated),-49,4
0E:EF:92:D9:93:EA,NA,(not associated),-55,4
0E:F3:52:08:70:D3,NA,(not associated),-57,4
12:08:54:94:59:DA,NA,(not associated),-61,4
12:21:05:2C:5B:27,NA,(not associated),-53,4
12:49:85:05:77:39,NA,(not associated),-61,4
12:5C:F0:E1:03:F9,NA,(not associated),-57,4
12:7F:6F:7C:9B:6F,NA,(not associated),-59,4
12:81:0D:7D:F3:57,NA,(not associated),-59,4
12:87:F2:29:C6:D2,NA,(not associated),-33,4
12:C5:D7:81:85:03,NA,(not associated),-59,4
12:E1:1E:A0:DE:39,NA,(not associated),-39,4
12:EB:87:0F:64:92,NA,(not associated),-57,4
12:F3:8A:0C:20:47,NA,(not associated),-51,4
16:08:4E:6A:FF:46,NA,(not associated),-51,4
16:24:DD:40:1A:16,NA,(not associated),-59,4
16:41:39:13:A4:67,NA,(not associated),-63,4
16:57:8D:B3:54:F5,NA,(not associated),-55,4
16:58:E9:5F:A7:F9,NA,(not associated),-57,4
16:80:1F:C3:B6:2B,NA,(not associated),-65,4
16:93:F9:4E:0B:97,NA,(not associated),-39,4
16:BA:E4:B6:98:8D,NA,(not associated),-59,4
16:E7:21:37:CA:2A,NA,(not associated),-59,4
16:EB:BB:BF:54:9D,NA,(not associated),-57,4
16:F0:43:6D:4E:94,NA,(not associated),-63,4
1A:0D:A0:C8:5F:3C,NA,(not associated),-55,4
1A:0F:3A:A7:41:BD,NA,(not associated),-53,4
1A:1D:0E:92:36:66,NA,(not associated),-57,4
1A:1E:B0:2C:C9:15,NA,(not associated),-65,4
1A:2D:C4:C3:C1:BD,NA,(not associated),-57,4
1A:7F:A5:4F:E3:29,NA,(not associated),-59,4
1A:83:0A:6A:43:82,NA,(not associated),-63,4
1A:8D:8A:41:DB:BD,NA,(not associated),-63,4
1A:A8:2B:0D:E2:4E,NA,(not associated),-45,4
1A:B1:34:CF:F6:9F,NA,(not associated),-51,4
1A:D1:EF:99:0F:D4,NA,(not associated),-51,4
1E:60:BD:AA:17:62,NA,(not associated),-55,4
1E:69:DB:7A:79:B8,NA,(not associated),-47,4
1E:74:BC:5C:70:8D,NA,(not associated),-59,4
1E:7C:5E:EC:A3:ED,NA,(not associated),-57,4
1E:83:84:EE:AF:80,NA,(not associated),-57,4
1E:88:85:87:69:B5,NA,(not associated),-57,4
1E:8E:E1:66:33:F9,NA,(not associated),-53,4
1E:9B:54:F5:7D:B9,NA,(not associated),-55,4
1E:E7:02:64:6B:A2,NA,(not associated),-57,4
22:67:F1:5D:0A:CC,NA,(not associated),-55,4
22:99:06:0F:D8:7D,NA,(not associated),-57,4
22:AE:77:23:25:18,NA,(not associated),-85,4
22:AF:85:D8:A9:57,NA,(not associated),-61,4
22:B9:10:BC:D9:D7,NA,(not associated),-57,4
22:E9:C4:D9:AC:C2,NA,(not associated),-57,4
26:1A:C7:1E:C3:97,NA,(not associated),-57,4
26:69:45:09:BC:40,NA,(not associated),-41,4
26:7F:5D:2A:18:51,NA,(not associated),-43,4
26:8E:9F:04:7E:7D,NA,(not associated),-61,4
26:A9:13:E4:26:42,NA,(not associated),-57,4
26:AE:BF:B6:30:6B,NA,(not associated),-67,4
26:C3:EF:1C:83:BF,NA,(not associated),-51,4
2A:05:01:96:ED:8B,NA,(not associated),-55,4
2A:0A:AB:E8:05:96,NA,(not associated),-59,4
2A:18:8A:AC:73:40,NA,(not associated),-55,4
2A:2A:B8:4D:00:0C,NA,(not associated),-55,4
2A:34:4E:CC:91:0C,NA,(not associated),-51,4
2A:70:BB:E6:73:2F,NA,(not associated),-51,4
2A:70:BE:62:38:59,NA,(not associated),-47,4
2A:73:BF:FB:1F:A3,NA,(not associated),-55,4
2E:00:B2:90:F6:4C,NA,(not associated),-57,4
2E:0A:FF:33:9E:7C,NA,(not associated),-55,4
2E:13:E3:30:F6:A6,NA,(not associated),-79,4
2E:17:B2:EC:86:5A,NA,(not associated),-55,4
2E:23:C7:CE:19:9B,NA,(not associated),-53,4
2E:25:69:BD:1F:B9,NA,(not associated),-45,4
2E:54:4E:F8:34:89,NA,(not associated),-67,4
2E:7B:F0:5E:39:1B,NA,(not associated),-53,4
2E:E2:EE:1D:10:57,NA,(not associated),-47,4
32:04:3D:F6:78:FD,NA,(not associated),-61,4
32:26:95:73:58:61,NA,(not associated),-61,4
32:53:26:58:DD:02,NA,(not associated),-57,4
32:57:AD:89:6F:85,NA,(not associated),-57,4
32:5A:FA:6A:7C:BF,NA,(not associated),-55,4
32:76:81:67:4B:B4,NA,(not associated),-57,4
32:F2:35:87:FB:84,NA,(not associated),-63,4
36:05:51:07:44:49,NA,(not associated),-67,4
36:50:24:06:F7:CB,NA,(not associated),-57,4
36:58:10:47:D0:7A,NA,(not associated),-51,4
36:74:B5:AF:22:63,NA,(not associated),-57,4
36:79:B5:D2:3E:9F,NA,(not associated),-43,4
36:90:BD:13:2F:58,NA,(not associated),-39,4
36:E0:D9:3B:B5:1A,NA,(not associated),-59,4
3A:08:56:25:9C:D1,NA,(not associated),-55,4
3A:66:36:F7:87:CC,NA,(not associated),-61,4
3A:67:C1:91:E0:3B,NA,(not associated),-49,4
3A:82:E4:BC:F3:83,NA,(not associated),-57,4
3A:A4:A6:A5:5E:83,NA,(not associated),-59,4
3A:AE:3A:D7:87:29,NA,(not associated),-65,4
3A:D2:96:AB:75:28,NA,(not associated),-59,4
3A:EF:BD:16:F3:F1,NA,(not associated),-59,4
3A:F0:81:03:61:32,NA,(not associated),-55,4
3E:0D:26:B1:D6:57,NA,(not associated),-55,4
3E:2F:4C:A5:5A:C9,NA,(not associated),-59,4
3E:46:E7:7E:54:6B,NA,(not associated),-63,4
3E:59:F4:BF:0C:B8,NA,(not associated),-47,4
3E:5E:A5:D2:BE:DB,NA,(not associated),-57,4
3E:99:F7:6D:F8:EB,NA,(not associated),-63,4
3E:C5:92:58:E0:AF,NA,00:25:00:FF:94:73,-74,4
3E:C9:1E:E9:BF:0C,NA,(not associated),-55,4
3E:EF:B4:C8:03:6D,NA,(not associated),-53,4
3E:FD:54:DB:8F:F9,NA,(not associated),-55,4
42:07:DE:C4:8D:3B,NA,(not associated),-49,4
42:08:13:98:25:B7,NA,(not associated),-57,4
42:0F:F9:F1:3C:5F,NA,(not associated),-53,4
42:1B:F8:7E:9F:0B,NA,(not associated),-53,4
42:1F:31:B1:81:C5,NA,(not associated),-63,4
42:2E:B5:B1:1D:F4,NA,(not associated),-53,4
42:2F:D7:2F:70:BF,NA,(not associated),-63,4
42:8C:18:94:CD:44,NA,(not associated),-55,4
42:91:FA:08:54:28,NA,00:25:00:FF:94:73,-79,4
42:B8:28:DB:42:F0,NA,(not associated),-63,4
42:B8:DE:95:44:07,NA,(not associated),-59,4
42:CB:E3:6A:0F:B6,NA,(not associated),-53,4
42:F0:E5:80:48:E3,NA,(not associated),-49,4
46:07:84:ED:9F:A4,NA,(not associated),-49,4
46:36:84:A2:1C:A1,NA,(not associated),-65,4
46:3D:F5:1D:5B:6E,NA,(not associated),-55,4
46:52:2E:F7:23:7F,NA,(not associated),-59,4
46:68:FF:85:E7:A5,NA,(not associated),-63,4
46:72:8E:B7:7F:89,NA,(not associated),-53,4
46:76:E0:91:A9:A1,NA,(not associated),-61,4
46:B0:A6:90:13:BA,NA,(not associated),-53,4
46:C4:48:DB:0B:1C,NA,(not associated),-53,4
46:CA:72:8E:6F:B1,NA,(not associated),-53,4
4A:08:34:36:3A:A1,NA,(not associated),-63,4
4A:0B:C5:12:2E:A6,NA,(not associated),-57,4
4A:4A:69:88:AA:B5,NA,(not associated),-55,4
4A:8A:8E:6B:B3:3C,NA,(not associated),-53,4
4A:AE:81:A0:40:6D,NA,(not associated),-37,4
4A:B3:FF:C6:B3:4E,NA,(not associated),-53,4
4A:F2:98:B1:69:BF,NA,(not associated),-53,4
4E:26:5A:DC:D6:4A,NA,(not associated),-49,4
4E:5E:7E:A4:F8:3C,NA,(not associated),-55,4
4E:6D:F2:3C:BE:4F,NA,(not associated),-55,4
4E:7A:19:44:F2:91,NA,(not associated),-51,4
4E:85:44:81:BB:C8,NA,(not associated),-61,4
4E:BB:17:36:8E:4C,NA,(not associated),-67,4
4E:C4:11:FB:65:5D,NA,(not associated),-53,4
4E:E1:79:D8:EB:D5,NA,(not associated),-63,4
4E:E3:93:B9:4E:4D,NA,(not associated),-59,4
52:11:53:24:2E:D7,NA,(not associated),-49,4
52:1E:AC:B7:CB:99,NA,(not associated),-59,4
52:22:D5:02:83:BB,NA,(not associated),-49,4
52:2D:31:BC:91:CD,NA,(not associated),-59,4
52:31:38:D0:D8:7D,NA,(not associated),-47,4
52:34:FC:BE:F2:C4,NA,(not associated),-49,4
52:36:8C:D3:8D:B3,NA,(not associated),-45,4
52:3F:13:E4:4C:D6,NA,(not associated),-65,4
52:44:D6:F0:4C:FE,NA,(not associated),-55,4
52:51:5E:10:9E:A9,NA,(not associated),-37,4
52:95:AF:91:E9:6A,NA,(not associated),-53,4
52:BA:44:66:7C:CE,NA,(not associated),-55,4
52:CC:1E:17:33:7E,NA,(not associated),-55,4
52:FB:38:B0:56:8B,NA,(not associated),-65,4
52:FD:7C:E5:FF:55,NA,(not associated),-55,4
56:12:45:E7:E1:22,NA,(not associated),-39,4
56:1C:34:89:69:85,NA,(not associated),-57,4
56:2F:53:56:68:D0,NA,(not associated),-49,4
56:3B:AF:A9:FD:AB,NA,(not associated),-53,4
56:4A:69:F3:0B:9B,NA,(not associated),-53,4
56:52:05:CC:5A:1A,NA,(not associated),-49,4
56:56:67:A5:71:68,NA,(not associated),-61,4
56:84:83:4F:91:CD,NA,(not associated),-51,4
56:EA:B1:82:70:72,NA,(not associated),-65,4
5A:28:7B:DF:94:F3,NA,(not associated),-69,4
5A:2A:5F:44:5E:68,NA,(not associated),-55,4
5A:31:3F:00:F6:30,NA,(not associated),-57,4
5A:31:42:AD:22:45,NA,(not associated),-47,4
5A:3C:D3:EA:25:BF,NA,(not associated),-49,4
5A:50:00:DA:BD:2B,NA,(not associated),-57,4
5A:50:68:44:C4:91,NA,(not associated),-59,4
5A:5E:67:7F:B8:E4,NA,(not associated),-55,4
5A:64:CA:55:12:56,NA,(not associated),-55,4
5A:70:5D:33:A3:C3,NA,(not associated),-59,4
5A:FB:62:35:15:E6,NA,(not associated),-45,4
5E:05:E5:8F:0E:EA,NA,(not associated),-53,4
5E:3B:00:F7:6B:04,NA,(not associated),-63,4
5E:C2:D9:E3:11:96,NA,(not associated),-51,4
5E:D3:38:79:20:57,NA,(not associated),-57,4
5E:F8:30:BB:FC:C5,NA,(not associated),-59,4
62:14:AE:14:2B:69,NA,(not associated),-67,4
62:5A:C6:E0:4B:8E,NA,(not associated),-59,4
62:5E:61:CC:4C:FE,NA,(not associated),-51,4
62:94:DA:00:C4:93,NA,(not associated),-61,4
62:98:DD:C7:2A:CE,NA,(not associated),-61,4
62:E7:19:0A:8D:24,NA,(not associated),-55,4
62:F0:89:AF:F7:27,NA,(not associated),-47,4
66:0D:D0:9A:9B:63,NA,(not associated),-45,4
66:16:71:E7:B5:BF,NA,(not associated),-63,4
66:1A:9A:45:62:8D,NA,00:25:00:FF:94:73,-72,4
66:55:84:01:CF:2B,NA,(not associated),-51,4
66:65:39:A1:D1:A2,NA,(not associated),-65,4
66:6F:34:4A:BB:8B,NA,(not associated),-61,4
66:74:57:C7:F1:57,NA,(not associated),-53,4
66:88:B4:5A:04:BC,NA,(not associated),-61,4
66:9F:11:59:7E:79,NA,(not associated),-51,4
66:A0:32:6D:54:A4,NA,(not associated),-67,4
66:A4:F8:57:31:67,NA,(not associated),-61,4
66:C4:CD:E8:D3:AD,NA,(not associated),-53,4
66:DB:5B:39:7A:F9,NA,(not associated),-51,4
66:FA:50:D1:CC:EA,NA,(not associated),-59,4
6A:33:B1:A6:D1:9D,NA,(not associated),-53,4
6A:4D:E6:8A:6B:32,NA,(not associated),-55,4
6A:62:8C:1F:88:48,NA,(not associated),-47,4
6A:A4:1F:07:1A:2D,NA,(not associated),-53,4
6A:B6:9D:23:72:6C,NA,(not associated),-59,4
6A:D1:82:C2:E9:BE,NA,(not associated),-55,4
6E:00:19:B6:23:60,NA,(not associated),-57,4
6E:01:0E:81:A4:74,NA,(not associated),-53,4
6E:07:CF:C7:0D:98,NA,(not associated),-53,4
6E:40:7E:EC:92:31,NA,(not associated),-59,4
6E:40:E2:F6:A0:BF,NA,(not associated),-65,4
6E:4E:0E:76:FB:41,NA,(not associated),-61,4
6E:65:0E:D1:87:DB,NA,(not associated),-53,4
6E:67:94:0C:DC:4A,NA,(not associated),-83,4
6E:7D:AC:CB:6A:B4,NA,(not associated),-67,4
6E:83:F8:6E:BD:3C,NA,(not associated),-55,4
6E:98:C6:91:EA:43,NA,(not associated),-57,4
6E:9A:6E:24:DE:53,NA,(not associated),-57,4
6E:AC:34:41:AF:5F,NA,(not associated),-49,4
6E:B2:68:E4:2B:00,NA,(not associated),-59,4
6E:C9:86:A9:B9:FD,NA,(not associated),-59,4
6E:CF:67:1C:0E:8A,NA,(not associated),-65,4
6E:EE:E8:F8:61:E0,NA,(not associated),-61,4
6E:FB:3E:29:3D:95,NA,(not associated),-57,4
72:06:CB:B8:63:5E,NA,(not associated),-53,4
72:14:9B:99:A6:58,NA,(not associated),-63,4
72:31:06:9B:30:2E,NA,(not associated),-55,4
72:5E:C5:B5:F6:1D,NA,(not associated),-53,4
72:6F:49:D1:FE:33,NA,(not associated),-65,4
72:82:6A:44:F9:67,NA,(not associated),-47,4
72:99:3A:D8:DB:48,NA,(not associated),-53,4
72:AC:77:E8:D8:FC,NA,(not associated),-85,4
72:B0:15:0D:80:0F,NA,(not associated),-59,4
72:D8:8D:B3:E0:21,NA,(not associated),-53,4
72:F1:7E:B0:4B:9A,NA,(not associated),-47,4
76:0F:EB:29:FE:C5,NA,(not associated),-53,4
76:2C:9A:68:D2:8A,NA,(not associated),-55,4
76:76:F3:06:B7:61,NA,(not associated),-61,4
76:77:F3:C7:F5:91,NA,(not associated),-61,4
76:96:DF:B2:2A:A0,NA,(not associated),-53,4
76:DA:85:DC:F2:38,NA,(not associated),-49,4
7A:3D:DE:3F:EF:56,NA,(not associated),-51,4
7A:49:7E:46:AA:C8,NA,(not associated),-61,4
7A:9D:21:64:9B:F4,NA,(not associated),-63,4
7A:AD:DA:8A:A9:78,NA,(not associated),-59,4
7A:FA:17:79:C3:CE,NA,(not associated),-51,4
7E:57:85:1E:3E:FF,NA,(not associated),-61,4
7E:5A:2F:D4:4C:F0,NA,(not associated),-43,4
7E:6C:56:3D:EB:C1,NA,(not associated),-57,4
7E:9B:E7:F5:76:F3,NA,(not associated),-53,4
7E:B7:5E:34:A1:A6,NA,(not associated),-67,4
7E:BE:D6:D3:47:2E,NA,(not associated),-55,4
7E:F0:29:FC:87:74,NA,(not associated),-59,4
7E:F0:6B:EA:19:6E,NA,(not associated),-51,4
82:04:63:6F:D9:97,NA,(not associated),-63,4
82:12:84:A5:FB:1A,NA,(not associated),-59,4
82:2C:74:44:2F:3B,NA,(not associated),-55,4
82:81:04:1A:98:44,NA,(not associated),-59,4
82:85:F8:EB:9C:D4,NA,00:25:00:FF:94:73,-64,4
82:91:D3:A1:B3:A1,NA,(not associated),-49,4
82:C3:DE:CD:83:04,NA,(not associated),-43,4
82:D3:A0:B3:3F:F0,NA,(not associated),-57,4
82:D5:A0:C7:22:12,NA,(not associated),-69,4
82:F8:41:58:D9:18,NA,(not associated),-49,4
86:10:89:0F:73:4D,NA,(not associated),-55,4
86:1D:E3:4F:24:F9,NA,(not associated),-65,4
86:3F:F2:3C:57:BB,NA,(not associated),-65,4
86:41:10:7E:89:0A,NA,(not associated),-53,4
86:8B:54:8F:A9:62,NA,(not associated),-57,4
86:B4:A8:09:69:97,NA,(not associated),-53,4
86:B7:60:AE:3A:0B,NA,(not associated),-61,4
86:D6:3A:7E:FB:DD,NA,(not associated),-51,4
8A:12:8E:69:CA:6E,NA,(not associated),-61,4
8A:27:53:AC:BB:67,NA,(not associated),-81,4
8A:47:60:A6:9C:F1,NA,(not associated),-53,4
8A:5E:6A:15:85:82,NA,(not associated),-61,4
8A:7F:CF:EF:1B:EC,NA,(not associated),-51,4
8A:9A:B8:A1:15:96,NA,(not associated),-51,4
8A:9B:10:58:D6:61,NA,(not associated),-51,4
8A:A9:63:A3:D6:B2,NA,(not associated),-57,4
8A:DA:F5:B7:CC:06,NA,(not associated),-67,4
8A:DE:13:67:F5:C5,NA,(not associated),-49,4
8E:0C:0A:56:27:85,NA,(not associated),-53,4
8E:15:BC:51:57:7E,NA,(not associated),-49,4
8E:30:C2:E1:15:CC,NA,(not associated),-65,4
8E:38:76:2B:F9:E7,NA,(not associated),-61,4
8E:41:32:C2:20:10,NA,(not associated),-51,4
8E:62:B0:23:1B:19,NA,(not associated),-55,4
8E:65:FE:18:7A:39,NA,(not associated),-57,4
8E:B4:D8:74:0D:C9,NA,(not associated),-59,4
8E:BC:70:F6:76:E0,NA,(not associated),-55,4
8E:F8:D5:64:E6:06,NA,(not associated),-57,4
92:17:A3:59:A4:8B,NA,(not associated),-51,4
92:38:6C:3D:0A:F7,NA,(not associated),-53,4
92:3D:D7:17:5B:AA,NA,(not associated),-55,4
92:40:8A:79:6B:72,NA,(not associated),-59,4
92:8D:14:E8:EC:91,NA,(not associated),-55,4
92:B3:7D:5E:51:06,NA,(not associated),-57,4
92:B3:D7:4D:13:2B,NA,(not associated),-43,4
92:B5:20:5F:9A:82,NA,(not associated),-53,4
92:B6:34:FC:AB:22,NA,(not associated),-65,4
92:B6:46:8E:BA:05,NA,(not associated),-67,4
92:E5:E9:1C:9C:6D,NA,(not associated),-51,4
96:01:7F:CD:C8:70,NA,(not associated),-47,4
96:0A:49:5A:FA:61,NA,(not associated),-57,4
96:10:8C:EE:F5:42,NA,(not associated),-61,4
96:19:A2:49:DB:6A,NA,(not associated),-53,4
96:21:42:1C:99:66,NA,(not associated),-55,4
96:35:2D:3D:85:E6,NA,(not associated),-65,4
96:63:DB:46:FB:41,NA,(not associated),-53,4
96:75:C6:54:E3:5B,NA,(not associated),-53,4
96:80:28:E9:4C:B0,NA,(not associated),-49,4
96:81:EE:2E:EE:CF,NA,(not associated),-47,4
96:87:A0:1D:05:99,NA,(not associated),-61,4
96:C7:1A:C5:E5:DA,NA,(not associated),-55,4
96:EF:DE:3C:89:AC,NA,(not associated),-51,4
9A:30:D2:06:89:B2,NA,(not associated),-67,4
9A:37:E3:E5:08:3F,NA,(not associated),-53,4
9A:53:A7:2B:D8:1A,NA,(not associated),-51,4
9A:67:7A:56:6F:CB,NA,(not associated),-55,4
9A:98:34:D6:7C:25,NA,(not associated),-55,4
9A:A7:0A:CA:72:32,NA,(not associated),-49,4
9A:A9:46:A8:53:92,NA,(not associated),-43,4
9A:AB:4C:FB:0A:78,NA,(not associated),-51,4
9A:B5:40:2E:EA:CC,NA,(not associated),-57,4
9A:BA:0D:1B:41:90,NA,(not associated),-47,4
9A:BF:5A:A6:5A:29,NA,(not associated),-55,4
9A:C8:8C:2A:00:04,NA,(not associated),-65,4
9A:F3:D1:82:50:2E,NA,(not associated),-51,4
9A:FA:DA:D3:54:06,NA,(not associated),-53,4
9E:69:A1:2F:3B:01,NA,(not associated),-51,4
9E:6C:4A:60:88:FC,NA,(not associated),-55,4
9E:6E:CF:D8:0B:23,NA,(not associated),-51,4
9E:AE:48:9D:FC:56,NA,(not associated),-47,4
9E:B5:1A:BF:7D:CC,NA,(not associated),-49,4
9E:E5:D0:0E:DC:71,NA,(not associated),-47,4
A2:08:C3:F5:4A:38,NA,(not associated),-57,4
A2:17:22:54:2D:90,NA,(not associated),-55,4
A2:1B:20:B1:AD:A2,NA,(not associated),-57,4
A2:2B:63:01:E7:21,NA,(not associated),-55,4
A2:2E:1E:F0:B0:77,NA,(not associated),-53,4
