station_mac,manufacturer,bssid,avg_power,total_packets
36:3E:4A:DE:C3:4A,NA,(not associated),-57,1
36:3E:53:69:11:2F,NA,(not associated),-57,1
36:3F:2E:C6:E1:63,NA,(not associated),-51,1
36:43:A0:27:E8:B3,NA,(not associated),-61,1
36:44:2E:ED:F8:15,NA,(not associated),-61,1
36:47:1B:4C:27:03,NA,(not associated),-55,1
36:4A:D3:93:A2:87,NA,(not associated),-65,1
36:4B:1A:AA:BA:63,NA,(not associated),-57,1
36:4C:F7:4A:43:F9,NA,(not associated),-49,1
36:4D:FF:38:75:69,NA,(not associated),-53,1
36:4E:BC:0B:41:7F,NA,(not associated),-63,1
36:53:0D:3C:FA:83,NA,(not associated),-51,1
36:56:36:56:0F:67,NA,(not associated),-67,1
36:5A:51:9B:F4:31,NA,(not associated),-66,1
36:5A:80:27:9B:7E,NA,(not associated),-37,1
36:5D:A6:B6:D6:EE,NA,(not associated),-55,1
36:5E:5E:18:B9:D7,NA,(not associated),-41,1
36:65:BB:49:E6:48,NA,(not associated),-55,1
36:69:E6:F5:65:7E,NA,(not associated),-45,1
36:6A:DE:8A:8F:90,NA,(not associated),-51,1
36:6C:96:DD:DE:DB,NA,(not associated),-59,1
36:6C:9C:8A:40:E1,NA,(not associated),-77,1
36:70:8B:6F:49:F1,NA,(not associated),-63,1
36:72:95:36:BF:3C,NA,(not associated),-47,1
36:74:7A:61:CB:F0,NA,(not associated),-45,1
36:7A:87:37:24:B9,NA,(not associated),-59,1
36:80:41:B2:2A:7E,NA,(not associated),-55,1
36:81:C0:FE:D7:F6,NA,(not associated),-33,1
36:85:01:D8:B3:8F,NA,(not associated),-55,1
36:86:42:FF:27:E9,NA,(not associated),-49,1
36:86:44:B3:6E:39,NA,(not associated),-57,1
36:86:61:22:98:1C,NA,(not associated),-51,1
36:8B:69:92:A4:EE,NA,(not associated),-61,1
36:8B:7D:50:83:29,NA,(not associated),-35,1
36:8C:27:FD:E6:57,NA,(not associated),-65,1
36:91:CF:E0:B0:77,NA,(not associated),-55,1
36:92:A0:C4:FC:EF,NA,(not associated),-55,1
36:93:2E:3A:06:2C,NA,(not associated),-63,1
36:93:68:0B:8D:BC,NA,(not associated),-67,1
36:9B:27:D2:E9:D3,NA,(not associated),-61,1
36:9B:36:A1:ED:14,NA,(not associated),-51,1
36:9B:7E:65:C7:BE,NA,(not associated),-57,1
36:9E:19:61:E2:82,NA,(not associated),-69,1
36:A4:24:16:D4:2A,NA,(not associated),-67,1
36:A5:F6:7A:16:56,NA,(not associated),-47,1
36:AB:52:AB:D0:6B,NA,(not associated),-47,1
36:AD:D4:64:C2:BE,NA,(not associated),-65,1
36:B0:2B:77:63:70,NA,(not associated),-51,1
36:B0:32:A4:92:A9,NA,(not associated),-67,1
36:B2:20:E9:B0:E9,NA,(not associated),-47,1
36:B3:12:C2:AD:CA,NA,(not associated),-51,1
36:B3:3E:37:A4:E8,NA,(not associated),-65,1
36:B5:1B:1B:08:05,NA,(not associated),-45,1
36:B5:DE:0E:90:76,NA,(not associated),-65,1
36:B5:FB:4E:37:9D,NA,(not associated),-45,1
36:B8:1E:CF:AF:D5,NA,(not associated),-55,1
36:BC:0C:AE:B9:25,NA,(not associated),-63,1
36:C3:F3:F8:1D:22,NA,(not associated),-65,1
36:C9:4A:E4:66:2D,NA,(not associated),-41,1
36:CC:78:A4:9A:EE,NA,(not associated),-51,1
36:CD:4E:9E:81:9A,NA,(not associated),-67,1
36:D0:53:E1:57:93,NA,(not associated),-71,1
36:D0:A9:A4:DB:02,NA,(not associated),-57,1
36:D1:AC:2D:E2:22,NA,(not associated),-53,1
36:D8:79:70:EF:D1,NA,(not associated),-61,1
36:D8:B3:AF:82:F3,NA,(not associated),-69,1
36:DB:35:93:DB:A2,NA,(not associated),-57,1
36:DD:72:6D:14:34,NA,(not associated),-59,1
36:E3:A4:1B:09:3B,NA,(not associated),-63,1
36:E4:30:2B:11:36,NA,(not associated),-57,1
36:E5:A2:D6:E7:2A,NA,(not associated),-41,1
36:E8:49:50:70:09,NA,(not associated),-63,1
36:ED:BD:2D:FC:8B,NA,(not associated),-43,1
36:F0:D9:F7:82:C0,NA,(not associated),-49,1
36:F1:98:5A:AA:9E,NA,(not associated),-61,1
36:FD:7F:BA:CF:E4,NA,(not associated),-63,1
36:FF:AD:64:EB:EB,NA,(not associated),-65,1
38:1A:52:0D:85:1D,Seiko Epson Corporation,(not associated),-55,1
38:1A:52:0D:90:A1,Seiko Epson Corporation,(not associated),-65,1
38:1A:52:0D:97:60,Seiko Epson Corporation,(not associated),-67,1
38:88:A4:58:C3:08,"Apple, Inc.",(not associated),-59,1
3A:00:9C:B3:74:91,NA,(not associated),-71,1
3A:01:2E:A7:46:AD,NA,(not associated),-59,1
3A:02:C8:91:D2:16,NA,(not associated),-65,1
3A:04:64:BA:8F:D6,NA,(not associated),-53,1
3A:06:1C:98:5E:DF,NA,(not associated),-61,1
3A:07:A2:DB:F3:24,NA,(not associated),-49,1
3A:07:F7:5E:9B:93,NA,(not associated),-67,1
3A:08:B8:3A:C0:86,NA,(not associated),-59,1
3A:13:52:8F:4F:CB,NA,(not associated),-61,1
3A:13:76:3E:A7:B6,NA,(not associated),-69,1
3A:14:0C:61:BF:74,NA,(not associated),-47,1
3A:14:A7:73:89:44,NA,(not associated),-65,1
3A:16:03:2A:5E:B3,NA,(not associated),-61,1
3A:18:9F:C0:BF:1B,NA,(not associated),-55,1
3A:1C:48:41:C8:AD,NA,(not associated),-51,1
3A:1C:BF:7F:5B:74,NA,(not associated),-69,1
3A:22:1C:AE:53:2B,NA,(not associated),-53,1
3A:22:44:0E:BB:5F,NA,(not associated),-61,1
3A:22:96:10:76:27,NA,(not associated),-67,1
3A:23:46:06:7C:40,NA,(not associated),-43,1
3A:25:1D:2B:AD:16,NA,(not associated),-65,1
3A:2A:AA:10:2B:C2,NA,(not associated),-45,1
3A:2B:40:E3:02:EC,NA,(not associated),-53,1
3A:2B:67:82:F4:E3,NA,(not associated),-67,1
3A:2B:A0:EB:8A:75,NA,(not associated),-43,1
3A:30:AE:AE:D3:00,NA,(not associated),-43,1
3A:30:B1:A1:52:DB,NA,(not associated),-35,1
3A:3B:9E:84:B4:C7,NA,00:25:00:FF:94:73,-83,1
3A:3F:AB:09:42:B3,NA,(not associated),-67,1
3A:40:C0:70:A3:F5,NA,(not associated),-63,1
3A:41:A9:7F:A2:8D,NA,(not associated),-45,1
3A:42:CA:40:4F:28,NA,(not associated),-67,1
3A:45:3C:C6:F7:5B,NA,(not associated),-65,1
3A:47:62:65:ED:8B,NA,(not associated),-65,1
3A:48:63:B4:CC:0A,NA,(not associated),-57,1
3A:4C:D2:BF:49:0B,NA,(not associated),-49,1
3A:4F:C8:D7:4B:28,NA,(not associated),-49,1
3A:50:BB:7D:05:E5,NA,(not associated),-55,1
3A:53:30:A2:EC:28,NA,(not associated),-74,1
3A:54:45:80:51:7C,NA,(not associated),-61,1
3A:56:BC:75:A2:2D,NA,(not associated),-41,1
3A:57:10:10:15:1C,NA,(not associated),-59,1
3A:61:00:FD:3A:67,NA,(not associated),-55,1
3A:67:35:AD:37:06,NA,(not associated),-55,1
3A:6A:38:09:B8:9C,NA,(not associated),-63,1
3A:6B:15:54:A0:38,NA,(not associated),-63,1
3A:6C:1F:0A:D3:3B,NA,(not associated),-63,1
3A:6F:62:CF:F1:57,NA,(not associated),-47,1
3A:74:33:8D:13:CB,NA,(not associated),-51,1
3A:76:BE:A9:16:55,NA,(not associated),-73,1
3A:77:7E:09:DD:55,NA,(not associated),-59,1
3A:7E:0C:C6:AA:E1,NA,(not associated),-61,1
3A:7E:5C:D8:C3:CC,NA,(not associated),-63,1
3A:80:52:41:CD:78,NA,(not associated),-65,1
3A:82:DB:78:18:48,NA,(not associated),-61,1
3A:85:03:71:DF:FB,NA,(not associated),-57,1
3A:8C:75:38:BF:18,NA,(not associated),-55,1
3A:8E:BC:51:97:D3,NA,(not associated),-69,1
3A:8E:E2:30:B3:87,NA,(not associated),-65,1
3A:91:31:7F:F5:20,NA,(not associated),-59,1
3A:96:F9:35:B5:F2,NA,(not associated),-67,1
3A:97:FC:86:C9:6F,NA,(not associated),-61,1
3A:9C:68:0B:92:DF,NA,(not associated),-53,1
3A:9D:47:9C:E1:FC,NA,(not associated),-67,1
3A:9E:18:E2:D1:11,NA,(not associated),-47,1
3A:9F:1E:92:40:51,NA,(not associated),-57,1
3A:A0:02:85:09:12,NA,(not associated),-53,1
3A:A0:FB:87:10:DE,NA,(not associated),-83,1
3A:A5:78:25:94:DB,NA,(not associated),-45,1
3A:A5:C2:00:B8:4D,NA,(not associated),-83,1
3A:A8:78:22:A8:81,NA,(not associated),-47,1
3A:AC:9D:BF:0C:1C,NA,(not associated),-73,1
3A:B2:7B:8C:1A:E0,NA,(not associated),-65,1
3A:B9:6A:D9:92:F8,NA,(not associated),-61,1
3A:BE:5C:5D:08:CA,NA,(not associated),-59,1
3A:C3:6C:5A:2F:36,NA,(not associated),-67,1
3A:C5:DD:32:91:CB,NA,(not associated),-69,1
3A:C8:EA:2A:83:06,NA,(not associated),-45,1
3A:CD:AA:08:7C:04,NA,(not associated),-55,1
3A:CE:72:FF:1B:07,NA,(not associated),-65,1
3A:CE:D3:C8:DE:22,NA,(not associated),-59,1
3A:D2:EB:CA:C7:72,NA,(not associated),-61,1
3A:D9:E7:F6:8F:CA,NA,(not associated),-65,1
3A:DA:4F:14:C4:E3,NA,(not associated),-55,1
3A:DB:6C:36:6B:5D,NA,(not associated),-63,1
3A:DD:9F:7C:81:9F,NA,(not associated),-57,1
3A:DE:89:18:37:DF,NA,(not associated),-61,1
3A:E4:5A:81:75:41,NA,(not associated),-57,1
3A:E8:66:44:4A:B3,NA,(not associated),-49,1
3A:EB:A6:33:0A:8A,NA,(not associated),-41,1
3A:EC:00:4C:2B:5B,NA,(not associated),-41,1
3A:EE:8F:01:2C:C4,NA,(not associated),-63,1
3A:F0:C0:C6:57:30,NA,(not associated),-51,1
3A:F1:44:42:34:D7,NA,(not associated),-67,1
3A:F4:F9:85:5A:37,NA,(not associated),-41,1
3A:F5:AC:5E:F5:81,NA,(not associated),-63,1
3A:F5:EE:39:BF:7F,NA,(not associated),-67,1
3A:FA:D1:2D:A5:A7,NA,(not associated),-67,1
3A:FC:15:9F:8B:49,NA,(not associated),-51,1
3A:FC:E4:CE:87:4A,NA,(not associated),-61,1
3A:FE:72:2F:48:8E,NA,(not associated),-53,1
3E:04:2B:DA:21:13,NA,(not associated),-39,1
3E:04:DF:EF:9D:BA,NA,(not associated),-55,1
3E:05:0C:6E:55:47,NA,(not associated),-41,1
3E:05:E5:32:DA:57,NA,(not associated),-61,1
3E:05:F8:A0:9A:82,NA,(not associated),-61,1
3E:06:35:5F:6D:74,NA,(not associated),-43,1
3E:09:AE:0C:B0:A7,NA,(not associated),-59,1
3E:0A:40:DE:84:61,NA,(not associated),-55,1
3E:0B:3F:C2:C1:6A,NA,(not associated),-63,1
3E:0B:E1:0E:0B:11,NA,(not associated),-43,1
3E:0D:03:F4:CF:16,NA,(not associated),-63,1
3E:0E:84:63:51:CE,NA,(not associated),-61,1
3E:0F:D9:41:28:9A,NA,(not associated),-49,1
3E:13:BA:D4:5D:51,NA,(not associated),-63,1
3E:14:48:89:75:04,NA,(not associated),-85,1
3E:16:BF:10:CF:6D,NA,(not associated),-47,1
3E:1D:C3:CF:BC:E2,NA,(not associated),-47,1
3E:1F:74:F1:E1:4C,NA,(not associated),-71,1
3E:20:8B:BF:67:9F,NA,(not associated),-61,1
3E:21:A5:AE:DA:90,NA,(not associated),-67,1
3E:21:EB:66:E6:85,NA,(not associated),-51,1
3E:22:D1:94:69:D4,NA,(not associated),-65,1
3E:24:06:42:75:7E,NA,(not associated),-57,1
3E:25:F9:F1:CC:56,NA,(not associated),-57,1
3E:27:82:AC:35:17,NA,(not associated),-65,1
3E:29:73:18:F4:EA,NA,(not associated),-63,1
3E:2A:29:9A:22:C0,NA,(not associated),-37,1
3E:2A:E2:A3:00:31,NA,(not associated),-47,1
3E:2B:F2:25:05:67,NA,(not associated),-65,1
3E:34:37:06:32:31,NA,(not associated),-65,1
3E:35:E4:4A:D3:3D,NA,(not associated),-55,1
3E:36:6D:55:B6:D9,NA,(not associated),-55,1
3E:38:47:41:24:9C,NA,(not associated),-59,1
3E:3E:1C:3C:4A:71,NA,(not associated),-65,1
3E:3F:4A:0F:97:97,NA,(not associated),-61,1
3E:3F:67:D8:DF:69,NA,(not associated),-63,1
3E:3F:C0:E5:C5:C3,NA,(not associated),-53,1
3E:41:1F:AE:AC:07,NA,(not associated),-45,1
3E:41:F3:73:E5:EC,NA,(not associated),-41,1
3E:42:3B:9D:16:D5,NA,(not associated),-67,1
3E:42:E5:30:59:FD,NA,(not associated),-63,1
3E:47:90:4A:C1:91,NA,(not associated),-57,1
3E:53:14:80:05:15,NA,(not associated),-37,1
3E:53:27:DA:4C:80,NA,(not associated),-49,1
3E:55:49:F3:52:0B,NA,(not associated),-65,1
3E:57:4A:B9:9F:63,NA,(not associated),-39,1
3E:57:C0:DF:EB:55,NA,(not associated),-43,1
3E:59:C0:24:CF:96,NA,(not associated),-51,1
3E:5A:0F:60:F9:8B,NA,(not associated),-53,1
3E:5A:A0:83:B2:1A,NA,(not associated),-67,1
3E:61:E2:B5:0E:AB,NA,(not associated),-43,1
3E:64:10:CA:07:36,NA,(not associated),-39,1
3E:65:5C:41:25:3D,NA,(not associated),-59,1
3E:67:BA:82:BF:D1,NA,(not associated),-61,1
3E:6D:9D:5F:86:6D,NA,(not associated),-67,1
3E:6D:9F:54:22:9F,NA,(not associated),-65,1
3E:6E:5A:95:16:49,NA,(not associated),-47,1
3E:71:F8:20:34:18,NA,(not associated),-65,1
3E:74:0C:30:DB:1F,NA,(not associated),-53,1
3E:74:6F:8C:07:AA,NA,(not associated),-67,1
3E:81:70:07:F1:96,NA,(not associated),-59,1
3E:82:08:7E:BD:99,NA,(not associated),-65,1
3E:84:5F:82:6A:E1,NA,(not associated),-57,1
3E:86:07:25:15:29,NA,(not associated),-71,1
3E:89:6D:F9:6B:AE,NA,(not associated),-37,1
3E:89:A7:CD:ED:5D,NA,(not associated),-69,1
3E:8B:CF:07:D3:D1,NA,(not associated),-61,1
3E:8E:84:36:20:6C,NA,(not associated),-55,1
3E:91:9E:87:00:9A,NA,(not associated),-49,1
3E:91:DE:4C:BE:E3,NA,(not associated),-65,1
3E:92:3C:49:5E:06,NA,(not associated),-53,1
3E:92:42:7F:55:3F,NA,(not associated),-63,1
3E:92:6B:3F:98:70,NA,(not associated),-69,1
3E:94:59:9B:37:F2,NA,(not associated),-55,1
3E:96:B0:0B:45:93,NA,(not associated),-61,1
3E:97:C9:F9:01:FC,NA,(not associated),-65,1
3E:A1:4D:7B:3C:83,NA,(not associated),-53,1
3E:A3:C1:56:B7:71,NA,(not associated),-55,1
3E:A4:57:F3:B3:1E,NA,(not associated),-61,1
3E:A8:CC:6C:24:FB,NA,(not associated),-57,1
3E:AB:D0:A3:D7:6E,NA,(not associated),-61,1
3E:AB:EE:C0:CF:26,NA,(not associated),-55,1
3E:B0:B5:63:76:20,NA,(not associated),-67,1
3E:B1:07:97:1A:7A,NA,(not associated),-59,1
3E:B5:29:01:43:13,NA,(not associated),-53,1
3E:C0:72:4E:98:78,NA,(not associated),-57,1
3E:C0:D5:10:7E:EB,NA,(not associated),-73,1
3E:CB:F6:1B:DE:21,NA,(not associated),-57,1
3E:CC:AB:39:AC:D1,NA,(not associated),-65,1
3E:CD:C6:06:59:2C,NA,(not associated),-61,1
3E:D5:14:F0:5A:70,NA,(not associated),-35,1
3E:D6:10:39:4B:73,NA,(not associated),-59,1
3E:D6:6F:A1:5B:09,NA,(not associated),-49,1
3E:D8:AC:A9:D2:93,NA,(not associated),-73,1
3E:DA:01:71:0C:AA,NA,(not associated),-67,1
3E:DC:61:AB:9B:14,NA,(not associated),-69,1
3E:DC:A1:AB:E4:8B,NA,(not associated),-81,1
3E:E2:3A:F0:58:22,NA,(not associated),-55,1
3E:ED:3E:32:C3:7E,NA,(not associated),-57,1
3E:EE:AB:C0:10:F5,NA,(not associated),-65,1
3E:EE:EB:DF:AC:75,NA,(not associated),-63,1
3E:F2:C0:5E:AE:9F,NA,(not associated),-33,1
3E:F5:9D:1E:0D:F6,NA,(not associated),-59,1
3E:F6:3B:1C:79:8B,NA,(not associated),-63,1
3E:FB:76:1B:04:88,NA,(not associated),-59,1
3E:FE:09:1A:0B:F4,NA,(not associated),-61,1
3E:FF:E8:A6:4C:D0,NA,(not associated),-43,1
42:00:8C:0D:85:CD,NA,(not associated),-47,1
42:04:F5:CD:20:FB,NA,(not associated),-67,1
42:07:63:13:97:9A,NA,(not associated),-61,1
42:0C:CD:B5:68:E3,NA,(not associated),-39,1
42:15:4A:79:CA:F2,NA,(not associated),-57,1
42:1D:00:53:0E:F4,NA,(not associated),-67,1
42:22:E2:F8:2B:59,NA,(not associated),-63,1
42:26:7A:AE:CC:6B,NA,(not associated),-65,1
42:2B:8B:68:C4:8A,NA,(not associated),-61,1
42:2D:C2:69:13:FB,NA,(not associated),-67,1
42:32:1B:BE:AC:09,NA,(not associated),-35,1
42:34:DF:F4:47:C1,NA,(not associated),-43,1
42:35:06:2F:D8:81,NA,(not associated),-57,1
42:36:27:89:29:82,NA,(not associated),-55,1
42:37:E9:85:F7:B4,NA,(not associated),-59,1
42:38:1C:18:B4:EB,NA,(not associated),-69,1
42:3B:9A:0E:A1:64,NA,(not associated),-65,1
42:3B:AE:6E:D8:F5,NA,(not associated),-71,1
42:3B:F9:B5:CC:B0,NA,(not associated),-67,1
42:3C:65:CC:B9:A8,NA,(not associated),-39,1
42:3C:6A:AE:E9:9F,NA,(not associated),-63,1
42:3D:00:ED:4A:9B,NA,(not associated),-43,1
42:3E:59:C0:BA:02,NA,(not associated),-33,1
42:46:99:39:50:AC,NA,(not associated),-65,1
42:47:37:56:93:56,NA,(not associated),-33,1
42:49:FD:9B:BD:03,NA,(not associated),-57,1
42:4E:30:91:13:03,NA,(not associated),-31,1
42:54:FA:87:34:A0,NA,(not associated),-43,1
42:55:E4:0A:C2:8E,NA,(not associated),-59,1
42:57:97:98:ED:61,NA,(not associated),-71,1
42:5A:E7:D5:45:C6,NA,(not associated),-65,1
42:5B:55:4F:C5:9E,NA,(not associated),-59,1
42:5E:78:B9:76:8B,NA,(not associated),-53,1
42:68:56:EF:AC:7E,NA,(not associated),-61,1
42:6E:5A:09:DD:20,NA,(not associated),-55,1
42:6E:6A:CD:76:96,NA,(not associated),-57,1
42:75:93:93:7B:50,NA,(not associated),-67,1
42:76:E0:FF:02:3B,NA,(not associated),-43,1
42:77:BD:E5:99:D9,NA,(not associated),-55,1
42:78:C6:E6:A5:7C,NA,(not associated),-47,1
42:7B:C8:AF:EF:B5,NA,(not associated),-57,1
42:7B:F6:23:20:00,NA,(not associated),-59,1
42:7C:A4:45:9A:32,NA,(not associated),-47,1
42:82:54:D4:0D:47,NA,(not associated),-39,1
42:86:9A:7C:C5:E0,NA,(not associated),-59,1
42:87:C5:A1:A8:81,NA,(not associated),-55,1
42:88:AF:D7:5E:6C,NA,(not associated),-61,1
42:8E:3F:78:4B:74,NA,(not associated),-71,1
42:91:97:26:76:9D,NA,(not associated),-41,1
42:92:71:B8:95:EB,NA,(not associated),-67,1
42:95:20:46:12:01,NA,(not associated),-63,1
42:97:91:CF:6A:7F,NA,(not associated),-67,1
42:9E:04:7E:D7:81,NA,(not associated),-69,1
42:A1:40:44:1C:CA,NA,(not associated),-69,1
42:A7:70:4D:4D:F0,NA,(not associated),-69,1
42:AA:9B:41:50:18,NA,(not associated),-61,1
42:AB:32:89:5B:6A,NA,(not associated),-67,1
42:B4:0B:93:9D:81,NA,(not associated),-43,1
42:B4:2F:FF:2A:75,NA,(not associated),-63,1
42:BF:24:5E:0B:61,NA,(not associated),-67,1
42:C1:14:D4:B5:63,NA,(not associated),-59,1
42:C2:78:B8:AA:00,NA,(not associated),-39,1
42:C4:EE:EF:16:7B,NA,(not associated),-53,1
42:CB:78:4E:A0:25,NA,(not associated),-55,1
42:D4:89:88:83:ED,NA,(not associated),-47,1
42:DC:10:E8:46:FB,NA,(not associated),-67,1
42:DD:BD:C4:B7:3A,NA,(not associated),-51,1
42:E6:26:70:73:4D,NA,(not associated),-45,1
42:EB:27:09:B0:7E,NA,(not associated),-39,1
42:F0:B5:97:F9:85,NA,(not associated),-69,1
42:F3:3D:13:9F:46,NA,(not associated),-57,1
42:FA:BB:2D:99:CE,NA,(not associated),-37,1
42:FD:E3:D3:B1:34,NA,(not associated),-73,1
46:02:FB:56:7D:4A,NA,(not associated),-53,1
46:08:05:A1:A4:9E,NA,(not associated),-67,1
46:08:F2:D7:0A:1F,NA,(not associated),-67,1
46:0E:8C:C1:B6:64,NA,(not associated),-37,1
46:0F:10:5C:6E:D1,NA,(not associated),-63,1
46:10:11:BC:9B:81,NA,(not associated),-45,1
46:12:5D:B6:2E:11,NA,(not associated),-51,1
46:14:DB:13:0E:E3,NA,(not associated),-45,1
46:17:52:50:67:47,NA,(not associated),-55,1
46:19:29:1F:2C:A2,NA,(not associated),-63,1
46:19:4E:C9:97:2D,NA,(not associated),-67,1
46:1E:81:85:12:9C,NA,(not associated),-65,1
46:22:84:44:D6:B3,NA,(not associated),-41,1
46:24:CC:8B:62:A5,NA,(not associated),-69,1
46:30:EC:EA:9A:D0,NA,(not associated),-67,1
46:34:CD:27:C3:2B,NA,(not associated),-63,1
46:38:49:FF:0A:8E,NA,(not associated),-59,1
46:3A:D1:0F:EB:A1,NA,(not associated),-61,1
46:3D:92:5F:79:09,NA,(not associated),-71,1
46:40:53:D7:8F:D9,NA,(not associated),-53,1
46:41:99:D2:96:92,NA,(not associated),-63,1
46:42:7E:DE:D5:C5,NA,(not associated),-55,1
46:44:00:6E:CD:B4,NA,(not associated),-51,1
46:49:EB:C8:64:47,NA,(not associated),-59,1
46:4B:41:56:A7:50,NA,(not associated),-53,1
46:4C:9B:11:9B:5B,NA,(not associated),-61,1
46:4E:08:96:2B:7A,NA,(not associated),-63,1
46:50:17:BC:2A:FB,NA,(not associated),-55,1
46:50:5C:CA:5D:AC,NA,(not associated),-55,1
46:53:6B:7C:23:07,NA,(not associated),-63,1
46:58:B5:78:E6:EC,NA,(not associated),-63,1
46:59:08:C1:8F:6D,NA,(not associated),-57,1
46:5E:AB:E2:A5:0D,NA,(not associated),-61,1
46:5E:C3:DE:9C:51,NA,(not associated),-57,1
46:60:B5:58:2A:C2,NA,(not associated),-51,1
46:62:B0:2A:38:E3,NA,(not associated),-69,1
46:63:73:EA:BE:F4,NA,(not associated),-61,1
46:65:90:7D:D1:2C,NA,(not associated),-65,1
46:66:A7:DC:77:6F,NA,(not associated),-63,1
46:66:CC:FF:C0:E9,NA,(not associated),-61,1
46:69:F4:50:59:AE,NA,(not associated),-71,1
46:6F:A4:6C:F1:D9,NA,(not associated),-63,1
46:72:F7:21:02:76,NA,(not associated),-69,1
46:74:FB:3E:F6:92,NA,(not associated),-63,1
46:75:17:18:CA:B4,NA,(not associated),-55,1
46:75:CF:2F:6B:34,NA,(not associated),-75,1
46:75:E7:B8:5E:CB,NA,(not associated),-61,1
46:7C:5A:02:99:3E,NA,(not associated),-63,1
46:7D:07:8C:DB:63,NA,(not associated),-69,1
46:7D:10:F6:DF:04,NA,(not associated),-49,1
46:7F:E4:77:AE:90,NA,(not associated),-55,1
46:83:59:A6:A4:84,NA,(not associated),-57,1
46:84:27:91:9F:2F,NA,(not associated),-55,1
46:85:74:9F:F5:29,NA,(not associated),-59,1
46:86:CE:C0:82:AF,NA,(not associated),-59,1
46:89:65:29:DC:53,NA,(not associated),-47,1
46:8A:0E:3E:77:E7,NA,(not associated),-61,1
46:8D:D1:D9:66:2C,NA,(not associated),-53,1
46:8F:52:23:C9:EB,NA,(not associated),-59,1
46:8F:90:A1:50:57,NA,(not associated),-55,1
46:93:32:A2:55:6A,NA,(not associated),-57,1
46:9B:28:87:AD:4C,NA,(not associated),-55,1
46:A2:AE:C5:18:FA,NA,(not associated),-53,1
46:A2:C1:5F:88:08,NA,(not associated),-55,1
46:A7:85:EE:E8:9B,NA,(not associated),-55,1
46:A8:4E:8C:D1:81,NA,(not associated),-61,1
46:A9:7C:F3:35:FE,NA,(not associated),-61,1
46:AE:93:59:80:13,NA,(not associated),-31,1
46:B0:1C:64:C8:54,NA,(not associated),-41,1
46:B0:29:2B:1C:3A,NA,(not associated),-53,1
46:B0:39:56:33:9C,NA,(not associated),-51,1
46:B1:12:AA:4D:67,NA,(not associated),-57,1
46:B6:18:A6:70:AA,NA,(not associated),-53,1
46:B7:70:3E:A9:52,NA,(not associated),-59,1
46:B7:E2:C7:FA:B4,NA,(not associated),-55,1
46:B9:CE:D6:94:9B,NA,(not associated),-61,1
46:B9:F8:FB:42:83,NA,(not associated),-39,1
46:BE:62:59:53:AD,NA,(not associated),-35,1
46:BE:78:07:D1:D3,NA,(not associated),-55,1
46:BF:43:91:29:01,NA,(not associated),-55,1
46:C2:F4:17:41:FA,NA,(not associated),-63,1
46:C3:34:03:88:81,NA,(not associated),-67,1
46:C3:64:29:F5:1E,NA,(not associated),-61,1
46:C4:24:DD:B5:76,NA,(not associated),-37,1
46:C4:42:2E:7D:C2,NA,(not associated),-43,1
46:C7:4E:7E:74:06,NA,(not associated),-55,1
46:C7:C8:48:E6:F8,NA,(not associated),-55,1
46:CA:06:D8:0E:B5,NA,(not associated),-31,1
46:CB:96:07:E4:5D,NA,(not associated),-61,1
46:CB:B9:67:F7:A9,NA,(not associated),-65,1
46:CF:F8:64:C0:34,NA,(not associated),-59,1
46:D9:D5:DF:20:E3,NA,(not associated),-57,1
46:E2:A0:D8:0D:7E,NA,(not associated),-65,1
46:EA:95:A4:30:E5,NA,(not associated),-43,1
46:EA:D3:C0:50:1E,NA,(not associated),-88,1
46:EB:F9:8E:2F:C5,NA,(not associated),-47,1
46:EE:4F:60:C0:ED,NA,(not associated),-69,1
48:A4:72:33:DC:C7,Intel Corporate,(not associated),-71,1
4A:01:47:30:B5:71,NA,(not associated),-61,1
4A:05:7B:39:C9:16,NA,(not associated),-63,1
4A:08:1B:CE:DA:D8,NA,(not associated),-57,1
4A:09:02:94:AD:C1,NA,(not associated),-63,1
4A:09:48:31:8C:73,NA,(not associated),-55,1
4A:10:BE:BD:88:1B,NA,(not associated),-51,1
4A:11:6E:71:1B:46,NA,(not associated),-61,1
4A:17:F2:48:C6:58,NA,(not associated),-41,1
4A:18:67:E6:6B:88,NA,(not associated),-55,1
4A:1A:E1:E7:16:68,NA,(not associated),-57,1
4A:1B:B1:7A:7E:8A,NA,(not associated),-51,1
4A:1C:01:4F:10:38,NA,(not associated),-57,1
4A:1D:70:92:10:F8,NA,(not associated),-45,1
4A:1E:F9:C7:BF:12,NA,(not associated),-63,1
4A:20:D2:32:B4:98,NA,(not associated),-63,1
4A:24:7D:88:E6:AD,NA,(not associated),-41,1
4A:26:2E:25:CA:05,NA,(not associated),-65,1
4A:27:E1:59:50:DA,NA,(not associated),-39,1
4A:2A:21:C4:D6:C9,NA,(not associated),-59,1
4A:2C:3A:D0:01:B7,NA,(not associated),-59,1
4A:2D:40:6A:A8:F5,NA,(not associated),-79,1
4A:2D:B6:04:6B:82,NA,(not associated),-39,1
4A:30:6B:C2:A2:41,NA,(not associated),-57,1
4A:34:4E:1B:C9:58,NA,(not associated),-63,1
4A:34:EA:A0:9E:6A,NA,(not associated),-63,1
4A:37:E4:FA:03:7D,NA,(not associated),-57,1
4A:38:37:57:77:7F,NA,(not associated),-61,1
4A:38:CE:15:71:01,NA,(not associated),-51,1
